date	deaths	injuries	location	description
2014-09-27T04:00:00.000Z	0	1	Terre Haute, Indiana	A 20-year-old Indiana State University student was shot by another student on Saturday inside a residence hall. The injuries were not fatal, and a full recovery was expected. The shooter was arrested on the following day.[179]
2014-09-30T04:00:00.000Z	0	1	Albemarle, North Carolina	Two students got in an argument at Albemarle High School around 7:30 a.m. on Tuesday, and one of the students shot the other twice including once in the leg. The student who committed the shooting was allegedly involved in a stabbing of a football player last year at West Montgomery High School, which is only 20 miles (32 km) away in Mount Gilead, North Carolina. The school had held an active shooter training over the summer, which prepared the school for this incident.[180]
2014-09-30T04:00:00.000Z	0	1	Louisville, Kentucky	One student was injured at Fern Creek Traditional High School. The incident occurred around 1 p.m., reportedly after student became enraged in a hallway and pulled out a gun. The student was arrested later that day.[181]
2014-10-03T04:00:00.000Z	1	0	Fairburn, Georgia	After a homecoming football game, a fatal shooting of 17-year-old Kristofer Hunter, occurred in the Langston Hughes High School parking lot. The assailant, 18-year-old Eric Dana Johnson Jr., turned himself in a week later.[182]
2014-10-24T04:00:00.000Z	5	1	Marysville, Washington	Marysville Pilchuck High School shooting. 15-year-old freshman, Jaylen Fryberg, shot five students in the school cafeteria of Marysville Pilchuck High School, fatally wounding four, before committing suicide.[111][183]
2014-11-20T05:00:00.000Z	1	3	Tallahassee, Florida	At around 12:40 a.m. EST, a gunman opened fired in or near the Strozier Library at Florida State University. Three people suffered gunshot injuries and were taken to a local area hospital. One was in critical condition, another was in good condition, and the third was shortly released after treatment. The gunman, later identified as Myron May, an alumnus from the school, started firing towards responding police officers and was fatally shot by them on the steps of the library.[184]
2014-11-20T05:00:00.000Z	1	1	Miami, Florida	Two teens were shot during a fight at Miami Carol City High School. One of the boys died.[185]
2014-12-12T05:00:00.000Z	0	4	Portland, Oregon	Rosemary Anderson High School shooting: A gunman shot three students and a man outside Rosemary Anderson High School in north Portland. A 16-year-old girl was in critical condition, while the others suffered minor injuries. Two men, aged eighteen and twenty-two, were arrested in connection with the shooting.[186]
2015-01-15T05:00:00.000Z	0	3	Milwaukee, Wisconsin	A 15-year-old boy, a student's father, and a teacher were each injured in the school parking lot at Wisconsin Lutheran High School. The student had unspecified injuries that were treated. The father was shot in the knee and the teacher was grazed in the toe. A 36-year-old man was charged in the shooting.[187]
2015-01-16T05:00:00.000Z	0	2	Ocala, Florida	Two were injured in gunfire that occurred after a Friday night basketball game. One was injured directly by a bullet, the other by ricocheting glass.[188]
2015-02-04T05:00:00.000Z	0	2	Frederick, Maryland	Two students were shot near the gymnasium of Frederick High School during a junior varsity (JV) boys' basketball game. Approximately two hundred students, staff, and faculty were placed on lockdown for several hours after the shooting while police searched for the suspects. Brandon Earl Tyler, 21, and Chandler Tristan Davenport, 19 were charged with the shooting.[189][190]
2015-02-14T05:00:00.000Z	1	0	Merced, California	16-year-old Benito Aguirre was found dead in the parking lot of Tenaya Middle School. The shooting was reported to have occurred after school hours.[191][192]
2015-02-23T05:00:00.000Z	0	3	Daytona Beach, Florida	Two students argued outside the music building at Bethune-Cookman University when one pulled out a gun. Both had guns and it is not disclosed who did the shooting, injuring three students. A reward was offered to help solve this case.[193]
2015-03-30T04:00:00.000Z	0	1	University City, Missouri	Police said one person has been arrested for a shooting at Pershing Elementary School. The shooting occurred in the parking lot, with a 34-year-old-man being shot in the buttocks.[194]
2015-04-13T04:00:00.000Z	1	0	Goldsboro, North Carolina	A faculty member was killed with a rifle in the school library of Wayne Community College. The 20-year-old gunman, Kenneth Stancil, was arrested in Florida the next day. As of January 2017, Stancil, an admitted Neo-Nazi is being investigated for a hate crime.[195] Stancil was later sentenced to life without parole for the murder.[196]
2015-04-16T04:00:00.000Z	0	1	Paradis, Louisiana	A police officer was shot outside a school in a school zone while he was directing school buses into J.B. Martin Middle School, and the suspect was apprehended at the scene.[197]
2015-05-12T04:00:00.000Z	0	2	Jacksonville, Florida	Police report that a 16-year-old shot five bullets into a school bus and injured two students. Apparently, there was an argument that touched on previous events.[198]
2015-05-24T04:00:00.000Z	0	7	Flint, Michigan	In the early morning hours of Memorial Day weekend, a group of people were at Southwestern Classical Academy in the parking lot. Shots rang out and seven were injured, with two men being apprehended and charged.[199]
2015-08-27T04:00:00.000Z	1	0	Savannah, Georgia	22-year-old student Christopher Starks was fatally shot in a student union building at Savannah State University. Justin Stephens was charged with the murder.[200][201]
2015-09-03T04:00:00.000Z	1	2	Sacramento, California	A man was arguing with at least one other person escalated into a physical fight on the parking lot of Sacramento City College. A man opened fire, killing a 25-year-old student and wounding two others. The shooting suspects: Tevita Kaihea and Charlie Hola (both 19 years old) were not arrested for the shooting until December of that year and in 2018 Kaihea was sentenced to 112 years to life in prison and hola was sentenced to 49 years to life.[202][203][204][205]
2015-09-30T04:00:00.000Z	0	1	Harrisburg, South Dakota	A principal was shot in the arm and wounded at Harrisburg High School after an argument with a student. The suspect, 16-year-old Mason Buhl at the school, was taken into custody and was charged with first-degree attempted murder and sentenced to 25 years with 15 years suspended on supervised probation.[206][207]
2015-10-01T04:00:00.000Z	10	9	Roseburg, Oregon	Umpqua Community College shooting: At around 10:40 a.m. PDT, a gunman, later identified as 26-year-old student Christopher Harper-Mercer, opened fire in a hall on the Umpqua Community College campus, killing eight students and one teacher, and injuring nine others. The gunman later committed suicide after engaging responding police officers in a brief gunfight.[208]
2015-10-09T04:00:00.000Z	1	3	Flagstaff, Arizona	Northern Arizona University shooting: One student died and three others were wounded in a shooting at Northern Arizona University. It is unclear what sparked the shooting, which took place near Mountain View Hall, a dormitory that houses most of the campus' students involved in Greek organizations. An 18-year-old student was arrested and charged with murder and aggravated assault.[209]
2015-10-09T04:00:00.000Z	1	1	Houston, Texas	One person died and another person was injured after someone opened fire outside a Texas Southern University dorm.[210]
2015-10-22T04:00:00.000Z	1	3	Nashville, Tennessee	One person was killed and three others were wounded in a shooting at an outdoor courtyard at Tennessee State University. The shooting may have stemmed from an argument over a dice game. A suspect has not been identified or arrested.[211]
2015-11-01T04:00:00.000Z	1	1	Winston-Salem, North Carolina	One person died and another person was injured, after someone opened fire on the campus of Winston-Salem State University. A 21-year-old non-student suspect is sought.[212]
2015-11-20T05:00:00.000Z	1	0	North Las Vegas, Nevada	A 16-year-old student was fatally shot during a fight after school hours that involved multiple people on the campus of Mojave High School.[213]
2016-01-22T05:00:00.000Z	0	1	Indianapolis, Indiana	A 15-year-old male was shot in the leg and injured during a night-time basketball game at Lawrence Central High School.[214]
2016-01-29T05:00:00.000Z	0	0	Philadelphia, Pennsylvania	A gunshot was fired during a fight in a stairwell at Franklin High School, and no injuries were reported. Three people were detained.[215]
2016-02-09T05:00:00.000Z	0	4	Muskegon Heights, Michigan	Four people, including two students, were injured during a basketball game event in the parking lot of Muskegon Heights High School.[216]
2016-02-12T05:00:00.000Z	2	0	Glendale, Arizona	Two 15-year-old girls died in an apparent Murder-Suicide at Independence High School.[217]
2016-02-29T05:00:00.000Z	0	4	Middletown, Ohio	15-year-old Cameron Smith, and 14-year-old Cooper Caffrey, were shot when 14-year-old James Austin Hancock, opened fire in the Madison High School cafeteria with a .380 caliber handgun. 15-year-old Brant Murray, and 14-year-old Katherine Douchette, also suffered shrapnel injuries.[218] Hancock was apprehended in a nearby wooded field.[219]
2016-04-23T04:00:00.000Z	1	2	Antigo, Wisconsin	Two students at a prom at Antigo High School were shot and injured by 18-year-old former student Jakob Wagner. Wagner later exchanged fire with a school resource officer in the school's parking lot, and was captured after being shot and wounded by police. He died hours later in a hospital.
2016-06-01T04:00:00.000Z	3	0	Los Angeles, California	2016 UCLA shooting. Mainak Sarkar, age 38, a Ph.D. student, killed his former professor, William S. Klug, age 39, a professor of mechanical and aerospace engineering, in an engineering building at UCLA. Sarkar then killed himself. Sarkar, who lived in Minnesota, also killed his ex-wife, Ashley Hasti, age 31, in her Brooklyn Park, Minnesota home.[220][221]
2016-06-08T04:00:00.000Z	1	3	Dorchester, Massachusetts	One student was killed and three other individuals were injured when gunfire erupted outside of the Jeremiah Burke High School following a fire-alarm causing an evacuation of the school. Two suspects have been arrested.[222]
2016-09-09T04:00:00.000Z	1	2	Alpine, Texas	A 14-year-old female student shot a 16-year-old girl in an Alpine High School restroom before committing suicide. A police officer accidentally shot another officer during the incident.[223]
2016-09-28T04:00:00.000Z	2	2	Townville, South Carolina	Townville Elementary School shooting: Two students and one teacher were wounded after a teen opened fire at Townville Elementary School. The suspect's father was found dead at his home soon after the shooting. One of the victims, six-year-old Jacob Hall, died 3 days after the shooting.[224][225]
2016-10-11T04:00:00.000Z	0	1	Mobile, Alabama	A student was shot in the abdomen and wounded at Vigor High School. The suspect, a 16-year-old boy, turned himself in and was charged with assault.[226]
2016-10-13T04:00:00.000Z	0	2	Columbus, Ohio	Two students were shot and wounded on the front lawn of Linden McKinley STEM Academy. One was shot in the shoulder and the other shot in the chest; both were hospitalized in stable condition.[227]
2016-10-18T04:00:00.000Z	0	4	San Francisco, California	Four students were shot outside June Jordan High School for Equity, a San Francisco public high school. One female victim was in critical condition, while three male victims suffered minor injuries.[228] Two people were arrested in the shooting.[229]
2016-10-25T04:00:00.000Z	0	1	Sandy, Utah	Police say the two teens ages 14 and 16 were involved in a confrontation on the far north end of Union Middle School. The boys got into an argument. The argument lead to a shooting. The 14 year old shot the 16 year old twice. He was sent to the hospital in critical but stable condition.[230]
2016-12-01T05:00:00.000Z	0	0	Bountiful, Utah	At Mueller Park Junior High School, a 15-year-old student fired one shot into the ceiling and then pointed the weapon at his own neck. The student was confronted verbally by a teacher and another student and later arrested in possession of a shotgun, a handgun, and ammunition for each and was sentenced to spend time in a Juvenile Justice Services facility.[231][232]
2017-01-20T05:00:00.000Z	0	1	West Liberty, Ohio	"A 17-year-old student was charged with attempted murder and other crimes after bringing a gun to West Liberty-Salem High School and firing two shots at a 17-year-old student in a bathroom with a shotgun. The victim was injured. The student ""also is accused of discharging the weapon in the school's hallway before returning to the bathroom, where he was eventually taken into custody.""[233]"
2017-01-20T05:00:00.000Z	0	1	Seattle, Washington	A 34-year-old man was shot in Red Square at University of Washington while protesting the visit of controversial journalist Milo Yiannopoulos. The shooter turned himself in to the university police and was later questioned and released without being charged with a crime.[234]
2017-01-27T05:00:00.000Z	1	0	Naperville, Illinois	A 37-year-old Oswego man, named Matthew Lange, was shot at Scullen Middle School, which is a part of Indian Prairie School District 204 at about 7:30 PM. The school is located at 2815 Mistflower Lane, Naperville, Illinois. At the time of the shooting, there were two non-district organizations renting the building out. The victim was waiting to pick his son up from a weekly Polish culture class. He was shot in the head. He was killed through his car window. He was brought to Edward Hospital in Naperville. The City is still seeking answers for the shooters identity over three years later.[235][236]
2017-03-21T04:00:00.000Z	0	1	King City, California	An 18-year-old King City High School student was shot outside the school's auditorium. The gunman ran across the school's campus and baseball field, and fled the area. The school was then placed on lockdown. The victim was hospitalized with life-threatening injuries.[237] A suspect was arrested in August 2017.[238]
2017-04-10T04:00:00.000Z	3	1	San Bernardino, California	North Park Elementary School shooting: Cedric Anderson, age 53, of Riverside, California, died of a self-inflicted gunshot wound after shooting and killing his estranged wife, Karen Elaine Smith, age 53, in a classroom. An eight-year-old student was also fatally shot, and a seven-year-old student was injured.[239]
2017-05-04T04:00:00.000Z	2	0	Irving, Texas	North Lake College: Adrian Victor Torres killed a 20-year-old student, Janeera Nickol Gonzalez, whom he was stalking. He fatally shot her three times and the college went into lockdown before discovering that the suspect has died from a self-inflicted gunshot wound.[240]
2017-09-13T04:00:00.000Z	1	3	Rockford, Washington	Freeman High School: Three students were injured and one killed after a shooter opened fire. The suspect was armed with an AR-15 and a Pistol. He shot one student with the AR-15, but the gun jammed so he switched to his pistol. He killed one student after shooting him twice in the stomach and once in the head. He was stopped by a janitor. The suspect, a 15-year-old student, (Caleb Sharpe) was taken into police custody.[241]
2017-09-20T04:00:00.000Z	0	1	Mattoon, Illinois	Mattoon High School: A 14-year-old male student was subdued by a female teacher when he attempted to open fire in the school cafeteria at 11:33 a.m. Multiple shots were fired in the process, and one student was struck in the chest and was driven to a nearby hospital suffering non-life-threatening wounds. The student was taken into custody without further incident.[242][243]
2017-11-13T05:00:00.000Z	0	2	Albany, Georgia	Two people were shot on the Albany State University campus.[244]
2017-11-14T05:00:00.000Z	6	18	Rancho Tehama Reserve, California	Rancho Tehama Reserve shootings: Neighbor on a rampage injured one student at Rancho Tehama Elementary School and fatally shot five adults at several locations.[245] The secretary heard the gunfire near the school and ordered the school to go on lockdown. After a custodian and the teachers put it into action, 43 year-old Kevin Neal rammed a truck into the gate of the school and fired at the classrooms hitting one student when a bullet pierced the wall. Neal fatally shot himself after sheriff's deputies rammed his vehicle during a pursuit.[245][246]
2017-12-07T05:00:00.000Z	3	0	Aztec, New Mexico	"Aztec High School shooting: William Atchison, 21-year-old former male student snuck into Aztec High School disguised as a student and hid in an unlocked washroom with a Glock 9mm handgun hidden in his bag. He retreated from the washroom after being spotted by a school custodian who chased him shouting ""active shooter"" and ""lockdown"". Atchinson was able to shoot and kill two students who were caught in the hallway before he killed himself.[247][248] He had been investigated in 2016 by the FBI when he asked ""where to find cheap assault rifles for a mass shooting"" on an online forum.[249]"
2018-01-10T05:00:00.000Z	0	0	Denison, Texas	A criminal justice club student picked up a loaded gun, belonging to an advisor, which the student thought was an unloaded training weapon. She then shot at a wall target, unintentionally firing a bullet, which went through the wall and broke a window. The advisor was a licensed peace officer permitted to carry a firearm on campus.[250]
2018-01-20T05:00:00.000Z	1	0	Winston-Salem, North Carolina	A student was fatally shot at a party at 1 a.m. on the campus of Wake Forest University.[251]
2018-01-22T05:00:00.000Z	0	1	Italy, Texas	A 16-year-old male student fired at a 15-year-old female classmate that he had briefly dated in the cafeteria of Italy High School. The gunman left the school immediately after opening fire and was arrested.[252][253][254]
2018-01-22T05:00:00.000Z	0	1	New Orleans, Louisiana	Shots were fired from a truck in the parking lot of NET Charter High School, targeting a crowd of students during lunch time. One student was slightly injured, apparently from injuries unrelated to gunfire. One person was arrested in connection with the shooting.[251]
2018-01-23T05:00:00.000Z	2	18	Marshall County, Kentucky	Marshall County High School shooting: Gabriel Ross Parker,[255] a 15-year-old male student shot 16 people in the lobby at Marshall County High School and caused non-gunshot injuries to four others. Two 15-year-old students died: one killed at the scene, another died of wounds at Vanderbilt Medical Center.[256][257][258]
2018-01-31T05:00:00.000Z	1	0	Philadelphia, Pennsylvania	A fight began in the school parking lot outside a basketball game, and the school went into lockdown after shots were fired. A 32-year-old male was transported by private vehicle to Nazareth Hospital with two gunshot wounds in his leg. He was transferred by helicopter to another hospital, but died from his injuries. Police announced that they are searching for an adult male suspect.[259]
2018-02-01T05:00:00.000Z	0	5	Los Angeles, California	Two 15-year-old students, a boy and a girl, were shot and injured inside a classroom at Sal Castro Middle School, which shares a campus with Belmont High School. Three other people suffered injuries unrelated to gunfire. A 12-year-old girl was arrested and charged with negligent discharge of a firearm.[260]
2018-02-05T05:00:00.000Z	0	1	Oxon Hill, Maryland	A student was taken to the hospital after exiting Oxon Hill High School and going to speak to individuals in a vehicle who then attempted to rob, and subsequently shot and wounded him in the school's parking lot. Two other students were arrested and charged with attempted murder and robbery.[261]
2018-02-09T05:00:00.000Z	0	1	Nashville, Tennessee	Pearl-Cohn High School: A student was shot five times in the parking lot.[262]
2018-02-14T05:00:00.000Z	17	17	Parkland, Florida	Marjory Stoneman Douglas High School shooting: A 19-year-old former student (Nikolas Cruz) whose behavior had led to his expulsion began shooting students and staff members with a  rifle at Marjory Stoneman Douglas High School after activating a fire alarm. Seventeen people were killed, and 17 others were injured. The suspect shot the students on the first and third floor of the complex. The suspected shooter blended in with the crowd of fleeing students and was arrested in a residential area of neighboring Coral Springs after walking away from the school.[263] He was later charged with murder and attempted murder.[264] The suspect had sat down at a McDonald's, then went to a nearby Subway.
2018-02-24T05:00:00.000Z	1	0	Savannah, Georgia	Savannah State University: A non-student was shot on campus and later died.[265]
2018-02-27T05:00:00.000Z	0	1	Itta Bena, Mississippi	Mississippi Valley State University: A person was shot in a recreation center. The injury was not life-threatening.[266]
2018-02-27T05:00:00.000Z	0	1	Norfolk, Virginia	Norfolk State University: A student was shot from an adjacent dorm room while doing homework. He was not seriously injured.[267]
2018-03-02T05:00:00.000Z	2	0	Mount Pleasant, Michigan	Central Michigan University shooting: 19-year-old student James Eric Davis Jr. shot and killed his mother and father when they came to campus to take him home for spring break. After the shooting Davis fled and the campus was placed on lockdown. Around 15 hours later police arrested him and took him to a local hospital. The incident disrupted the travel plans of students and campus activities for several days. Davis was charged with two counts of murder and one count of unlawful possession of a firearm used to commit murder however the judge found Davis insane and was put in a Psychiatric facility.[268][269][270][271]
2018-03-07T05:00:00.000Z	1	2	Birmingham, Alabama	"Huffman High School: One student was killed and another injured when shots were fired in the school building, prompting the school to go into lockdown shortly after the bell rang for school dismissal. Law enforcement originally labeled the shooting as ""accidental"".[272] Subsequently, 17-year-old male student Michael Barber was charged with manslaughter and was charged as ""being a certain person forbidden to possess a pistol"".[273] Although the school has metal detectors, they were not being used that day.[274] School resource officers were onsite at the time of the shooting.[273] Barber was sentenced to 12 months in jail.[275]"
2018-03-07T05:00:00.000Z	0	1	Jackson, Mississippi	Jackson State University: A student was shot inside a dormitory. His injuries were not life-threatening.[276]
2018-03-08T05:00:00.000Z	0	1	Mobile, Alabama	University of South Alabama: One person was hospitalized after a shooting on campus.[277]
2018-03-09T05:00:00.000Z	0	1	Lexington, Kentucky	Frederick Douglass High School: A 16-year-old male student unintentionally shot himself with a gun he had smuggled into a classroom, sustaining an injury to his left thumb. Police announced they were charging him with wanton endangerment and possession of a weapon on school property. After the shooting, the school superintendent announced that stationary metal detectors would be installed and all students would be required to enter through them.[278]
2018-03-13T04:00:00.000Z	0	1	Seaside, California	Seaside High School: A teacher accidentally discharged a firearm while teaching a public safety class, injuring one student.[279]
2018-03-20T04:00:00.000Z	2	1	Great Mills, Maryland	"Great Mills High School: The school was placed on lockdown after a shooting occurred in the morning. A 17-year-old male student, armed with a handgun, shot and fatally injured a female student (with whom he had a prior relationship) and wounded a male student. The student shot himself in the head, fatally, while the school resource officer simultaneously shot at him.
[280]"
2018-04-12T04:00:00.000Z	0	1	Raytown, Missouri	South Middle School: A man was shot in the stomach in the parking lot during a track meet.[281]
2018-04-20T04:00:00.000Z	0	1	Ocala, Florida	Forest High School: A student shot through the door of the school with a Sawed-off shotgun shortly before a national school walkout for gun control measures. The student had recently dropped out and had planned a much more serious school shooting. His injuries were not life-threatening. Sky Bouche, the 19-year-old former student was arrested.[282]
2018-05-11T04:00:00.000Z	0	1	Palmdale, California	Highland High School: A 14-year-old former student allegedly fired a semi-automatic rifle shortly before classes were to begin. A 15-year-old was struck in the shoulder but went into surgery and was expected to recover fully. The suspect ditched the gun in a field and was arrested nearby, and faces a charge of attempted murder.[283]
2018-05-16T04:00:00.000Z	0	1	Dixon, Illinois	Dixon High School: A 19-year-old student recently kicked off the football team allegedly fired shots prior to graduation rehearsal. A school resource officer shot the suspect, who suffered non-life-threatening injuries.[284][285]
2018-05-18T04:00:00.000Z	10	13	Santa Fe, Texas	Santa Fe High School shooting: The school was evacuated when fire alarms were pulled at 7:45 am after students said they had heard gunshots. The shooter (Dimitrios Pagourtzis) started in the art room, then went through the art hallway. The shooter had a Remington 870 shotgun and a .38 caliber revolver. Multiple IEDs, pressure cookers, Molotov cocktails, pipe bombs, propane tanks, and other homemade explosives were also found around the school and parking lot.[286]
2018-05-18T04:00:00.000Z	1	3	Jonesboro, Georgia	Mount Zion High School: An argument led to a shooting in a parking lot after a high school graduation ceremony for graduates of Perry Learning Center. Mount Zion High School provided overflow parking for people attending the ceremony.[287]
2018-05-25T04:00:00.000Z	0	2	Noblesville, Indiana	Noblesville West Middle School shooting: Two people were shot and injured in a shooting at Noblesville West Middle School in Noblesville, Indiana. The shooter is an unnamed middle school student who exited his science classroom and re-entered with a gun. When he returned, he shot a female student and the science teacher, identified as Jason Seamen. Seamen was shot in the abdomen, hip, and forearm. The gun was wrestled away by Seamen after both he and the female student were shot.[288][289]
2018-08-04T04:00:00.000Z	1	0	Edgewood, Maryland	19-year-old Thailek Jacob Willis was found in a car in the parking lot of Edgewood High School suffering from a gunshot wound to the upper torso and later died at a local hospital.[290] 15-year-old Jaylin Jerome Brown and 16-year-old Yasin Wallace Powell were later charged with murder and armed robbery as they each were accused of shooting the victim in after attempting to rob him during a drug deal.[291]
2018-08-17T04:00:00.000Z	0	2	Wellington, Florida	Two people were shot and injured at a football game in Palm Beach Central High School in Wellington, Florida.[292]
2018-08-20T04:00:00.000Z	0	0	Atlanta, Georgia	A shootout erupted on the campus of Georgia State University the night before classes started.[293]
2018-08-30T04:00:00.000Z	0	1	San Francisco, California	One student was injured when two students were joking around about guns, and one student discharged a firearm at Balboa High School in San Francisco, California. 4 students were arrested in this incident, and 2 were allowed to go back to school. The school was on lockdown along with three other schools in the area for two hours.[294]
2018-09-05T04:00:00.000Z	1	1	Providence, Rhode Island	William Parsons, a 15-year-old student at Central High School, was shot and killed outside Providence Career and Technical Academy in Providence, Rhode Island. Police said that two young men got into an altercation and shots were fired, hitting the victim, who was uninvolved. The 16-year-old shooter Joel Leocra accidentally shot and injured himself while trying to get away, under a mile from the scene.[295] Leocra was sentenced to life in prison plus 10 years and must serve at least 25 years before being eligible for parole.[296]
2018-09-10T04:00:00.000Z	0	1	Memphis, Tennessee	A teen girl was injured after shots were fired into school bus full of students attending Fairley High School.[297]
2018-09-11T04:00:00.000Z	1	0	North Las Vegas, Nevada	18-year-old student Dalvin Brown was shot at Canyon Springs High School near the baseball field and later died of his injuries at a hospital.[298] 16-year-old Kayin French was arrested in connection to Brown's death shortly after the incident. His trial is scheduled for February 3, 2020.[299]
2018-10-29T04:00:00.000Z	1	1	Matthews, North Carolina	A David W. Butler High School freshman, 16-year-old Jatwan Craig Cuffie, fatally shot sophomore Bobby McKeithen. Cuffie is in custody and charged with first-degree murder.[300][301] Cuffie was sentenced to 80 to 108 months in prison after pleading guilty to manslaughter.[302]
2018-12-13T05:00:00.000Z	1	0	Richmond, Indiana	14-year-old Brandon Clegg[303] attempted a shooting on Dennis Intermediate School. He took two guns and threatened to kill his mother's ex-boyfriend if he did not drive him to the school.[304] After his mother called 911, police arrived just before he was able to begin his attack. After exchanging shots with officers, Clegg shot his way through a locked glass door and entered the school, where he continued to shoot at officers. After he was cornered in one of the school's stairwell, Clegg committed suicide by shooting himself.[305]
2019-01-02T05:00:00.000Z	0	0	Jersey City, New Jersey	School resource officer Dana Jackson, assigned to Snyder High School, was cleaning his service weapon when it discharged. No injuries were reported. Jackson was removed from his assignment at the school.[306]
2019-01-03T05:00:00.000Z	0	0	Miami, Florida	Two men were involved in an altercation on the campus of Florida International University when one of the men pulled out a gun and fired into the air. Both men were detained, and no injuries were reported.[307]
2019-01-04T05:00:00.000Z	0	1	Columbus, Mississippi	A former student at the Mississippi University for Women was shot and injured, causing a multi-hour lockdown and a search for a gunman. Police stated they were investigating whether the wound was self-inflicted. No one has been detained in relation to the crime.[308]
2019-01-07T05:00:00.000Z	1	0	Belmont, California	Seventeen-year-old Mohammad Othman was fatally shot in the parking lot of Central Elementary School. Police believe the shooter had a connection to Othman, but neither the shooter nor Othman had a relation to the elementary school.[309]
2019-01-11T05:00:00.000Z	1	0	Eugene, Oregon	A man involved in a custody battle arrived at Cascade Middle School and became enraged. As he was being escorted from the school by police, he began struggling and pulled a gun, according to authorities. The man was shot and killed by the officers. No one else was injured.[310]
2019-01-19T05:00:00.000Z	0	2	Overland Park, Kansas	A 16-year-old boy was shot in the head, and a 15-year-old boy was also injured, in a possible robbery incident in a parking lot of Lakewood Middle School in Overland Park, Kansas. The school was not in session at the time. Both victims are expected to recover.[311]
2019-01-25T05:00:00.000Z	0	2	Mobile, Alabama	Two males were wounded after basketball game at Davidson High School, but between Blount High School and Murphy High School, the 15-year-old suspect fled the scene before law enforcement arrived and was not arrested until February 8. His mother was arrested for harboring a fugitive.[312][313]
2019-01-30T05:00:00.000Z	0	1	Lithonia, Georgia	A man running on the Miller Grove High School track saw someone trying to break into his car, which was parked on school property. When the man confronted the person breaking into his car, he was shot once. The man was taken to a local hospital and listed in stable condition.[314]
2019-01-30T05:00:00.000Z	0	0	Prairie View, Texas	Shots were fired at Prairie View A&M University's Village 1 basketball court, according to officials. No injuries were reported. Officials are still searching for suspects.[315]
2019-01-31T05:00:00.000Z	0	1	Memphis, Tennessee	At Manassas High School, a 14-year-old student was shot by a pellet gun.[316]
2019-01-31T05:00:00.000Z	0	1	Humble, Texas	Seventeen-year-old Mikael Neciosup, a student at Atascocita High School, was arrested after shooting a 16-year-old classmate who was trying to buy marijuana from him. The victim suffered wounds to the foot and torso which were not life-threatening. Neciosup posted Snapchat videos mocking deputies and bragging about the shooting as he was being arrested. He was charged with aggravated assault and is being held on bond.[317]
2019-02-08T05:00:00.000Z	0	1	Baltimore, Maryland	A 25-year-old was confronted by an adult staff member of Frederick Douglass High School as to his purpose on being on school grounds. In response, the gunman shot and injured the staff member.[318]
2019-02-12T05:00:00.000Z	1	0	Kansas City, Missouri	During a basketball game at the Central Academy of Excellence, an argument between two groups led to the groups being escorted out in a staggered fashion. However, as the second group was being escorted out 15-year old Anjanique Wright in the group was shot and later pronounced dead at the hospital. Two female students (Jamya D. Norfleet, 21 and Taylor McMillon, 18) were charged with her murder.[319][320][321] Norfleet is scheduled to go to trial in October 2020 and McMillon is scheduled for trial in March 2020.[322]
2019-02-14T05:00:00.000Z	0	0	Rio Rancho, New Mexico	Sixteen-year-old student Joshua Owen discharged a single shot in the hallway of Cleveland High School prior to classes beginning. The school was evacuated to a soccer field and then to a nearby arena where students were reunited with their parents. Authorities have not commented on whether Owen was targeting anyone or a possible motive. Owen faced charges of attempted murder, unlawful carrying of a deadly weapon, and unlawful possession of a handgun. Owens suffers from mental illness and was found not fit to stand trial. No injuries were reported.[323][324][322]
2019-02-17T05:00:00.000Z	1	0	Arapahoe County, Colorado	"Two adult men in an ongoing dispute about a parking space agreed to meet at Eaglecrest High School to settle the dispute. During the argument, 31-year-old Marcus Johnson produced a handgun and shot 46-year-old Anthony ""T.J."" Cunningham. Johnson then fled the campus, returned home and called 911 to report the shooting. He was arrested when deputies arrived at his home. Cunningham, a former CU football player drafted by the Seattle Seahawks, died the next day of his wounds. Johnson is charged with first-degree murder.[323][325][326]"
2019-02-26T05:00:00.000Z	0	1	Montgomery, Alabama	At Robert E. Lee High School, Michael Woods a 17-year-old student was shot and wounded in the arm. The gunman, a fellow student, had previously shot another student at the school in less than a two-year period.[316][322]
2019-02-28T05:00:00.000Z	0	0	Cheyenne, Wyoming	A 17-year-old student at Cheyenne South High School fired a gun toward an unoccupied vehicle in the school parking lot, shattering its window. The student was arrested on suspicion of discharging a firearm in city limits, misdemeanor possession of marijuana, felony burglary, and larceny. No injuries were reported.[323][327]
2019-03-07T05:00:00.000Z	0	1	Grambling, Louisiana	A Grambling State University student was injured after an accidental discharge in a dorm by a friends gun.[328]
2019-03-22T04:00:00.000Z	0	1	Blounstville, Alabama	A substitute teacher at Blountsville Elementary School, unlawfully brought a small-caliber weapon into the classroom, which discharged while in his pocket. One student reportedly had minor injuries, and the substitute was arrested.[329]
2019-03-27T04:00:00.000Z	0	1	Holmes County, Mississippi	A 10-year-old student was struck in the hand by gunfire that some claim was fired by another student on the bus, while school district officials claim it was a drive-by shooting.[330]
2019-04-01T04:00:00.000Z	0	1	Prescott, Arkansas	"A 14-year-old male student with a concealed weapon shot a 14-year-old classmate at Prescott High School in what police described as a ""premeditated attack"". The victim was airlifted to a nearby hospital and is in stable condition. The shooter was apprehended by school resource officers.[331] the shooter was charged as a juvenile[322]"
